"","RBD","NOM_RBD","MRUN","RUT_SOSTENEDOR","COD_REG_RBD","COD_COM_RBD","NOM_COM_RBD","DEPENDENCIA.x","RURAL_RBD","CONVENIO_PIE","LATITUD","LONGITUD","ORI_RELIGIOSA","PAGO_MATRICULA","PAGO_MENSUAL","NOMBRE_ACCESIBILIDAD.x","NECESIDAD_AVION","PROM_LECT","PROM_MAT","MAT_TOTAL","RED_DE_ESCUELAS_LIDERES.x","GRUPO","NUMERO_BENEFICIADOS","MONTO_SEP","Grupo","Matricula_Comuna","Matricula_Grupo","PAGO_MATRICULA_2","PAGO_MENSUAL_2","cluster.x","CodGrupo","cluster.y","NOMBRE_ACCESIBILIDAD.y","RED_DE_ESCUELAS_LIDERES.y","DEPENDENCIA.y","Monto_Escuela","MATRICULA_TOTAL","MONTO_ALUMNO","N_TOTAL_COLEGIOS","idGrupo"
"7426",20099,"ESCUELA ALIWEN DE LLAMUCO",NA,76143511,9,9119,"VILCUN","Particular Subvencionado","RURAL",0,-38.67959788,-72.47792311,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,83,0,"76143511",82,1469068.0275,NA,5310,83,0,0,"3","3-Accesible-0-Particular Subvencionado","3","Accesible",0,"Particular Subvencionado",28812313457.2925,106159,271407.167148263,586,28
"7427",20100,"COLEGIO CONGREGACIÓN OLIVOS",NA,76159742,9,9101,"TEMUCO","Particular Subvencionado","URBANO",0,-38.73014,-72.56673,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,194,0,"76159742",175,3135206.15625,NA,54981,194,0,0,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"7428",20102,"ESCUELA ESPECIAL HOSPITALARIA TEMUCO",NA,76039789,9,9101,"TEMUCO","Particular Subvencionado","URBANO",0,-38.73917,-72.5660199999999,"Católica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,43,0,"76039789",0,0,NA,54981,43,0,0,"3","3-No Accesible-0-Particular Subvencionado","3","No Accesible",0,"Particular Subvencionado",29543797034.1237,114356,258349.339204972,612,40
"7429",20103,"LICEO MUNICIPAL LUMACO",NA,69180800,9,9207,"LUMACO","Municipal","URBANO",1,-38.193745,-72.99547,"Laica","GRATUITO","GRATUITO","Accesible",0,237,225,193,0,"69180800",190,3403938.1125,NA,1495,1242,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"7430",20108,"COLEGIO LIDIA GONZALEZ BARRIGA",NA,65020625,9,9202,"COLLIPULLI","Particular Subvencionado","URBANO",1,-37.87369216,-72.45214967,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,566,1,"65020625",535,19169546.2125,NA,5401,566,0,0,"2","2-Medianamente-1-Particular Subvencionado","2","Medianamente",1,"Particular Subvencionado",553044607.20625,5777,95732.1459591916,7,20
"7431",20113,"ESCUELA BASICA PART VISTA HERMOSA",NA,76078439,9,9113,"PERQUENCO","Particular Subvencionado","RURAL",1,-38.41889982,-72.2883090299999,"Otro","GRATUITO","GRATUITO","No Accesible",0,NA,NA,82,0,"76078439",81,1451152.56375,NA,1480,82,0,0,"3","3-No Accesible-0-Particular Subvencionado","3","No Accesible",0,"Particular Subvencionado",29543797034.1237,114356,258349.339204972,612,40
"7432",20117,"ESCUELA LOS ALAMOS",NA,76157248,9,9106,"GALVARINO","Particular Subvencionado","RURAL",0,-38.48569992,-72.86954332,"Evangélica","GRATUITO","SIN INFORMACION","Accesible",0,NA,NA,32,0,"76157248",31,555379.37625,NA,2514,32,0,NA,"3","3-Accesible-0-Particular Subvencionado","3","Accesible",0,"Particular Subvencionado",28812313457.2925,106159,271407.167148263,586,28
"7433",20119,"ESCUELA SANTA TERESITA DE IMPERIAL",NA,76190265,9,9111,"NUEVA IMPERIAL","Particular Subvencionado","URBANO",0,-38.75803306,-72.91264119,"Católica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,97,0,"76190265",96,1719884.52,NA,6592,97,0,0,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"7434",20120,"COLEGIO JOSE GIORDANO",NA,71612100,9,9111,"NUEVA IMPERIAL","Particular Subvencionado","URBANO",1,-38.74473644,-72.9505034799999,"Evangélica","$1.000 A $10.000","$1.000 A $10.000","No Accesible",0,NA,NA,295,0,"71612100",273,4890921.60375,NA,6592,868,5000,5000,"3","3-No Accesible-0-Particular Subvencionado","3","No Accesible",0,"Particular Subvencionado",29543797034.1237,114356,258349.339204972,612,40
"7435",20121,"ESCUELA MUNICIPAL LOS ARRAYANES",NA,69191600,9,9115,"PUCON","Municipal","URBANO",1,-39.28182144,-71.96072491,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,321,0,"69191600",313,11215080.3075,NA,5231,1778,0,0,"2","2-Accesible-0-Municipal","2","Accesible",0,"Municipal",4266015740.69125,206556,20653.0710349312,397,13
"7436",20122,"ESCUELA TRANI-TRANI",NA,75976140,9,9101,"TEMUCO","Particular Subvencionado","RURAL",1,-38.73272741,-72.58514864,"Otro","GRATUITO","GRATUITO","Medianamente",0,NA,NA,78,0,"75976140",75,1343659.78125,NA,54981,78,0,0,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"7437",20129,"ESCUELA GRACIA Y PAZ",NA,76826150,9,9101,"TEMUCO","Particular Subvencionado","URBANO",1,-38.73327063,-72.5996174,"Evangélica","GRATUITO","GRATUITO","No Accesible",0,274,257,447,0,"76826150",388,6951199.935,NA,54981,651,0,0,"2","2-No Accesible-0-Particular Subvencionado","2","No Accesible",0,"Particular Subvencionado",26559162983.09,172417,154040.280152711,277,22
"7438",20133,"ESCUELA BASICA NINOS FELICES",NA,76177781,9,9119,"VILCUN","Particular Subvencionado","URBANO",1,-38.66993116,-72.2196107599999,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,310,0,"76177781",299,10713447.3225,NA,5310,310,0,0,"2","2-Accesible-0-Particular Subvencionado","2","Accesible",0,"Particular Subvencionado",27179668282.2612,186875,145443.040975311,294,14
"7439",20135,"ESCUELA PARTICULAR RUKA LINC",NA,76160331,9,9111,"NUEVA IMPERIAL","Particular Subvencionado","RURAL",0,-38.72269863,-72.98899844,"Evangélica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,11,0,"76160331",10,179154.6375,NA,6592,11,0,0,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"7440",20137,"COLEGIO INNOV-ARTE",NA,76077707,9,9101,"TEMUCO","Particular Subvencionado","URBANO",1,-38.71470185,-72.65339099,"Laica","GRATUITO","$10.001 A $25.000","No Accesible",0,300,312,887,0,"76077707",248,8886070.02,NA,54981,887,0,17500,"2","2-No Accesible-0-Particular Subvencionado","2","No Accesible",0,"Particular Subvencionado",26559162983.09,172417,154040.280152711,277,22
"7441",20139,"LICEO TECNOLOGICO MONTEMARIA",NA,76159951,9,9115,"PUCON","Particular Subvencionado","RURAL",1,-39.28262379,-71.94245272,"Católica","GRATUITO","GRATUITO","Accesible",0,242,229,474,0,"76159951",382,6843707.1525,NA,5231,474,0,0,"2","2-Accesible-0-Particular Subvencionado","2","Accesible",0,"Particular Subvencionado",27179668282.2612,186875,145443.040975311,294,14
"7442",20140,"ESCUELA PART. APRENDIENDO A VIVIR",NA,74154500,9,9101,"TEMUCO","Particular Subvencionado","URBANO",1,-38.73415405,-72.56846125,"Evangélica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,218,0,"74154500",192,6879538.08,NA,54981,218,0,0,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"7443",20141,"ESCUELA PARTICULAR EMANUEL",NA,76183015,9,9211,"VICTORIA","Particular Subvencionado","RURAL",0,-38.33480274,-72.3785060799999,"Evangélica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,40,0,"76183015",40,716618.55,NA,5944,40,0,0,"3","3-No Accesible-0-Particular Subvencionado","3","No Accesible",0,"Particular Subvencionado",29543797034.1237,114356,258349.339204972,612,40
"7444",20142,"ESCUELA PARTICULAR TRIPAHUE-ANTU",NA,76153335,9,9205,"LONQUIMAY","Particular Subvencionado","RURAL",0,-38.53566173,-71.26581004,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,66,0,"76153335",66,1182420.6075,NA,1836,269,0,0,"3","3-Accesible-0-Particular Subvencionado","3","Accesible",0,"Particular Subvencionado",28812313457.2925,106159,271407.167148263,586,28
"7445",20144,"ESCUELA PARTICULAR EL MIRADOR",NA,76163935,9,9102,"CARAHUE","Particular Subvencionado","RURAL",0,-38.687836,-73.18024,"Evangélica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,19,0,"76163935",19,340393.81125,NA,5201,19,0,0,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"7446",20145,"ESCUELA GOLDEN HOUSE",NA,76161777,9,9102,"CARAHUE","Particular Subvencionado","RURAL",1,-38.69686,-73.1795999999999,"Católica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,82,0,"76161777",82,1469068.0275,NA,5201,82,0,0,"3","3-No Accesible-0-Particular Subvencionado","3","No Accesible",0,"Particular Subvencionado",29543797034.1237,114356,258349.339204972,612,40
"7447",20147,"RUKA PEWEN",NA,69252400,9,9104,"CURARREHUE","Municipal","RURAL",0,-39.089256,-71.47344,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,1,0,"69252400",1,17915.46375,NA,1285,695,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"7448",20150,"ESCUELA PARTICULAR RENICO",NA,76161992,9,9206,"LOS SAUCES","Particular Subvencionado","RURAL",0,-38.08904792,-72.62904404,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,7,0,"76161992",7,125408.24625,NA,870,7,0,0,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"7449",20152,"ESCUELA PARTICULAR LA FORESTA",NA,76165175,9,9202,"COLLIPULLI","Particular Subvencionado","RURAL",1,-37.90954085,-72.3845629199999,"Laica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,25,0,"76165175",25,447886.59375,NA,5401,25,0,0,"3","3-No Accesible-0-Particular Subvencionado","3","No Accesible",0,"Particular Subvencionado",29543797034.1237,114356,258349.339204972,612,40
"7450",20153,"COLEGIO PUCÓN",NA,96862910,9,9115,"PUCON","Particular Subvencionado","URBANO",0,-39.30546604,-71.87244815,"Católica","$1.000 A $10.000","$50.001 A $100.000","Accesible",0,332,322,312,0,"96862910",0,0,NA,5231,312,5000,75000,"3","3-Accesible-0-Particular Subvencionado","3","Accesible",0,"Particular Subvencionado",28812313457.2925,106159,271407.167148263,586,28
"7451",20154,"ESCUELA BASICA ANTU RAYEN",NA,76271930,9,9111,"NUEVA IMPERIAL","Particular Subvencionado","URBANO",0,-38.74527378,-72.94719221,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,283,0,"76271930",267,9566857.6425,NA,6592,283,0,0,"2","2-Medianamente-0-Particular Subvencionado","2","Medianamente",0,"Particular Subvencionado",25051218444.5013,174475,143580.561366965,280,18
"7452",20158,"COLEGIO ALTAS CUMBRES",NA,77896810,9,9120,"VILLARRICA","Particular Pagado","URBANO",0,-39.282876,-72.2233899999999,"Laica","$50.001 A $100.000","$50.001 A $100.000","No Accesible",0,263,265,34,0,"77896810",0,0,NA,11670,34,75000,75000,"3","3-No Accesible-0-Particular Pagado","3","No Accesible",0,"Particular Pagado",16020112500,15542,1030762.61098958,57,39
"7453",20159,"LICEO PARTICULAR JAN COMENIUS",NA,76159982,9,9101,"TEMUCO","Particular Subvencionado","URBANO",1,-38.75747895,-72.66212756,"Laica","$25.001 A $50.000","$25.001 A $50.000","Accesible",0,280,293,816,0,"76159982",0,0,NA,54981,1616,37500,37500,"5","5-Accesible-0-Particular Subvencionado","5","Accesible",0,"Particular Subvencionado",60509783144.6963,121149,499465.807763137,119,52
"7454",20161,"ESCUELA PART. SUBVENCIONADA AMANCAY",NA,76164667,9,9108,"LAUTARO","Particular Subvencionado","URBANO",1,-38.53786679,-72.43023932,"Otro","GRATUITO","GRATUITO","Medianamente",0,NA,NA,186,0,"76164667",178,3188952.5475,NA,7298,186,0,0,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"7455",20162,"ESCUELA PART. REINO DE SUECIA",NA,76518320,9,9211,"VICTORIA","Particular Subvencionado","URBANO",1,-38.22442011,-72.32460415,"Otro","GRATUITO","GRATUITO","No Accesible",0,NA,NA,260,0,"76518320",176,3153121.62,NA,5944,260,0,0,"3","3-No Accesible-0-Particular Subvencionado","3","No Accesible",0,"Particular Subvencionado",29543797034.1237,114356,258349.339204972,612,40
"7456",20164,"LICEO AGRICOLA SAN SEBASTIAN",NA,77554800,9,9113,"PERQUENCO","Particular Subvencionado","URBANO",1,-38.43096713,-72.39077515,"Laica","GRATUITO","GRATUITO","Accesible",0,228,222,151,0,"77554800",151,2705235.02625,NA,1480,151,0,0,"3","3-Accesible-0-Particular Subvencionado","3","Accesible",0,"Particular Subvencionado",28812313457.2925,106159,271407.167148263,586,28
"7457",20165,"ESCUELA PARTICULAR SUENOS DORADOS",NA,76007413,9,9109,"LONCOCHE","Particular Subvencionado","URBANO",0,-39.36536584,-72.6349901,"Otro","GRATUITO","GRATUITO","Medianamente",0,NA,NA,88,0,"76007413",66,1182420.6075,NA,3877,88,0,0,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"7458",20167,"COLEGIO LIAHONA",NA,76409060,9,9115,"PUCON","Particular Subvencionado","URBANO",0,-39.27776846,-71.96321069,"Otro","GRATUITO","$25.001 A $50.000","No Accesible",0,276,285,610,0,"76409060",0,0,NA,5231,610,0,37500,"5","5-No Accesible-0-Particular Subvencionado","5","No Accesible",0,"Particular Subvencionado",81502179449.7425,139215,585441.07639078,128,61
"7459",20173,"LICEO HUMANISTA CIENTIFICO BRAINSTORM",NA,76053630,9,9101,"TEMUCO","Particular Subvencionado","URBANO",0,-38.75806896,-72.65099116,"Evangélica","$1.000 A $10.000","$25.001 A $50.000","Accesible",0,237,247,740,0,"76053630",0,0,NA,54981,740,5000,37500,"5","5-Accesible-0-Particular Subvencionado","5","Accesible",0,"Particular Subvencionado",60509783144.6963,121149,499465.807763137,119,52
"7460",20175,"LICEO JUAN PABLO II",NA,76123286,9,9106,"GALVARINO","Particular Subvencionado","URBANO",1,-38.41218203,-72.7825182299999,"Laica","GRATUITO","GRATUITO","Medianamente",0,206,187,225,0,"76123286",221,3959317.48875,NA,2514,225,0,0,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"7461",20179,"COLEGIO CAMPESTRE RAFAEL POMBO",NA,76195821,9,9109,"LONCOCHE","Particular Subvencionado","RURAL",0,-39.322178,-72.411224,"Católica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,41,0,"76195821",40,716618.55,NA,3877,41,0,0,"3","3-No Accesible-0-Particular Subvencionado","3","No Accesible",0,"Particular Subvencionado",29543797034.1237,114356,258349.339204972,612,40
"7462",20180,"ESC.CRISTIANA DESARROLLO INTEGRAL",NA,76160154,9,9101,"TEMUCO","Particular Subvencionado","RURAL",0,-38.743122,-72.60648,"Otro","GRATUITO","GRATUITO","Accesible",0,NA,NA,389,0,"76160154",366,13114119.465,NA,54981,389,0,0,"2","2-Accesible-0-Particular Subvencionado","2","Accesible",0,"Particular Subvencionado",27179668282.2612,186875,145443.040975311,294,14
"7463",20181,"COLEGIO SAINT PATRICK SCHOOL",NA,76215760,9,9101,"TEMUCO","Particular Subvencionado","URBANO",0,-38.73172753,-72.60033509,"Católica","GRATUITO","$50.001 A $100.000","Medianamente",0,314,328,755,0,"76215760",0,0,NA,54981,755,0,75000,"5","5-Medianamente-0-Particular Subvencionado","5","Medianamente",0,"Particular Subvencionado",72007237941.6913,140308,513208.355487151,118,56
"7464",20182,"COLEGIO JUAN PABLO II",NA,82733800,9,9103,"CUNCO","Particular Subvencionado","URBANO",1,-38.93060146,-72.01820231,"Católica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,187,0,"82733800",170,3045628.8375,NA,3156,16026,0,0,"3","3-No Accesible-0-Particular Subvencionado","3","No Accesible",0,"Particular Subvencionado",29543797034.1237,114356,258349.339204972,612,40
"7465",20184,"LICEO SAN SEBASTIAN",NA,76165292,9,9112,"PADRE LAS CASAS","Particular Subvencionado","URBANO",0,-38.75720515,-72.5926615,"Laica","GRATUITO","GRATUITO","Accesible",0,254,227,120,0,"76165292",116,2078193.795,NA,10581,120,0,0,"3","3-Accesible-0-Particular Subvencionado","3","Accesible",0,"Particular Subvencionado",28812313457.2925,106159,271407.167148263,586,28
"7466",20186,"COLEGIO SAN MARCOS",NA,76098104,9,9111,"NUEVA IMPERIAL","Particular Subvencionado","URBANO",1,-38.74007604,-72.94088272,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,251,0,"76098104",240,4299711.3,NA,6592,251,0,0,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"7467",20187,"ESCUELA PARTICULAR NUEVO AMANECER",NA,65116779,9,9117,"TEODORO SCHMIDT","Particular Subvencionado","RURAL",1,-39.15287352,-73.17964283,"Otro","GRATUITO","GRATUITO","No Accesible",0,NA,NA,31,0,"65116779",31,555379.37625,NA,2097,31,0,0,"3","3-No Accesible-0-Particular Subvencionado","3","No Accesible",0,"Particular Subvencionado",29543797034.1237,114356,258349.339204972,612,40
"7468",20193,"COMPLEJO EDUCACIONAL MAQUEHUE",NA,76574730,9,9112,"PADRE LAS CASAS","Particular Subvencionado","RURAL",0,-38.808483,-72.6312499999999,"Laica","GRATUITO","GRATUITO","Accesible",0,217,200,30,0,"76574730",30,537463.9125,NA,10581,30,0,0,"3","3-Accesible-0-Particular Subvencionado","3","Accesible",0,"Particular Subvencionado",28812313457.2925,106159,271407.167148263,586,28
"7469",20194,"COLEGIO INGLES MI MUNDO",NA,77556430,9,9210,"TRAIGUEN","Particular Subvencionado","URBANO",0,-38.24979173,-72.66682135,"Laica","$25.001 A $50.000","$50.001 A $100.000","Medianamente",0,NA,NA,194,0,"77556430",59,1057012.36125,NA,3831,194,37500,75000,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"7470",20200,"ESCUELA MUNICIPAL GABRIELA MISTRAL",NA,69190200,9,9106,"GALVARINO","Municipal","URBANO",1,-38.41723,-72.77730001,"Laica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,320,0,"69190200",305,5464216.44375,NA,2514,1897,0,0,"2","2-No Accesible-0-Municipal","2","No Accesible",0,"Municipal",4756192501.35875,230084,20671.5482230783,432,21
"7471",20201,"ESCUELA KUMUN NEWEN",NA,76203622,9,9211,"VICTORIA","Particular Subvencionado","RURAL",0,0,0,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,18,0,"76203622",18,322478.3475,NA,5944,18,0,0,"3","3-Accesible-0-Particular Subvencionado","3","Accesible",0,"Particular Subvencionado",28812313457.2925,106159,271407.167148263,586,28
"7472",20202,"ESCUELA PARTICULAR SAN ALBERTO",NA,76152896,9,9208,"PUREN","Particular Subvencionado","RURAL",1,-38.03165997,-73.07007509,"Católica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,154,0,"76152896",143,2561911.31625,NA,2252,154,0,0,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"7473",20205,"ESCUELA PARTICULAR HABIT-ART",NA,76202056,9,9112,"PADRE LAS CASAS","Particular Subvencionado","RURAL",1,-38.9041918,-72.42389305,"Evangélica","GRATUITO","GRATUITO","No Accesible",0,243,242,578,0,"76202056",553,19814502.9075,NA,10581,578,0,0,"2","2-No Accesible-0-Particular Subvencionado","2","No Accesible",0,"Particular Subvencionado",26559162983.09,172417,154040.280152711,277,22
"7474",20209,"COLEGIO RAITRAI DE PUCON",NA,77934570,9,9115,"PUCON","Particular Subvencionado","URBANO",1,-39.28699846,-71.94437551,"Laica","GRATUITO","$50.001 A $100.000","Accesible",0,285,292,280,0,"77934570",0,0,NA,5231,280,0,75000,"3","3-Accesible-0-Particular Subvencionado","3","Accesible",0,"Particular Subvencionado",28812313457.2925,106159,271407.167148263,586,28
"7475",20212,"COLEGIO HEBREO",NA,76450210,9,9101,"TEMUCO","Particular Subvencionado","URBANO",0,-38.73459335,-72.60730683,"Laica","GRATUITO","$25.001 A $50.000","Medianamente",0,NA,NA,305,0,"76450210",206,3690585.5325,NA,54981,305,0,37500,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"7476",20213,"COLEGIO PEDRO DE VALDIVIA DE VILLARRICA",NA,76130891,9,9120,"VILLARRICA","Particular Subvencionado","RURAL",1,-39.29454707,-72.2312691399999,"Evangélica","GRATUITO","GRATUITO","No Accesible",0,234,233,553,0,"76130891",524,18775406.01,NA,11670,553,0,0,"2","2-No Accesible-0-Particular Subvencionado","2","No Accesible",0,"Particular Subvencionado",26559162983.09,172417,154040.280152711,277,22
"7477",20215,"ESCUELA PARTICULAR SAN LEONARDO",NA,65115004,9,9204,"ERCILLA","Particular Subvencionado","RURAL",1,-38.126953,-72.322205,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,265,0,"65115004",194,3475599.9675,NA,1497,265,0,0,"3","3-Accesible-0-Particular Subvencionado","3","Accesible",0,"Particular Subvencionado",28812313457.2925,106159,271407.167148263,586,28
"7478",20218,"ESCUELA PART. TEMUCO COLLEGE",NA,76667650,9,9101,"TEMUCO","Particular Subvencionado","URBANO",0,-38.73789758,-72.60968701,"Laica","GRATUITO","$25.001 A $50.000","Medianamente",0,NA,NA,186,0,"76667650",0,0,NA,54981,186,0,37500,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"7479",20219,"COLEGIO  ADENAUER",NA,65115536,9,9110,"MELIPEUCO","Particular Subvencionado","URBANO",1,-38.8441345,-71.6927363899999,"Laica","GRATUITO","GRATUITO","No Accesible",0,262,251,303,0,"65115536",294,5267146.3425,NA,991,303,0,0,"3","3-No Accesible-0-Particular Subvencionado","3","No Accesible",0,"Particular Subvencionado",29543797034.1237,114356,258349.339204972,612,40
"7480",20221,"COLEGIO MARÍA TERESA  FUENZALIDA",NA,76361689,9,9111,"NUEVA IMPERIAL","Particular Subvencionado","URBANO",0,-38.72219,-72.89769,NA,"SIN INFORMACION","SIN INFORMACION","Accesible",0,NA,NA,63,0,"76361689",59,1057012.36125,NA,6592,63,NA,NA,"3","3-Accesible-0-Particular Subvencionado","3","Accesible",0,"Particular Subvencionado",28812313457.2925,106159,271407.167148263,586,28
"7481",20222,"ESCUELA PARTICULAR INALKO",NA,76159291,9,9111,"NUEVA IMPERIAL","Particular Subvencionado","RURAL",0,-38.66639067,-72.970645,"Católica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,18,0,"76159291",18,322478.3475,NA,6592,18,0,0,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"7482",20226,"COLEGIO NEWHARVEST",NA,76162399,9,9101,"TEMUCO","Particular Subvencionado","URBANO",1,-38.72460943,-72.5619696499999,"Otro","GRATUITO","GRATUITO","No Accesible",0,NA,NA,779,0,"76162399",633,22680977.1075,NA,54981,779,0,0,"2","2-No Accesible-0-Particular Subvencionado","2","No Accesible",0,"Particular Subvencionado",26559162983.09,172417,154040.280152711,277,22
"7483",20227,"COLEGIO JUAN PABLO II",NA,65116594,9,9120,"VILLARRICA","Particular Subvencionado","RURAL",1,-39.36926588,-72.2131624799999,"Católica","GRATUITO","GRATUITO","Accesible",0,NA,NA,65,0,"65116594",65,1164505.14375,NA,11670,65,0,0,"3","3-Accesible-0-Particular Subvencionado","3","Accesible",0,"Particular Subvencionado",28812313457.2925,106159,271407.167148263,586,28
"7484",20230,"LICEO PARTICULAR SAN ROQUE",NA,65116756,9,9101,"TEMUCO","Particular Subvencionado","URBANO",1,-38.75917044,-72.63209514,"Católica","GRATUITO","GRATUITO","Medianamente",0,220,218,83,0,"65116756",80,1433237.1,NA,54981,83,0,0,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"7485",20235,"GEORGE CHAYTOR ENGLISH COLLEGE",NA,76967730,9,9101,"TEMUCO","Particular Pagado","URBANO",0,-38.735849,-72.6436,"Laica","MAS DE $100.000","MAS DE $100.000","No Accesible",0,292,329,852,0,"76967730",0,0,NA,54981,852,1e+05,1e+05,"5","5-No Accesible-0-Particular Pagado","5","No Accesible",0,"Particular Pagado",62274505000,57398,1084959.49336214,54,60
"7486",20248,"LICEO MUNICIPAL TROVOLHUE",NA,69190500,9,9102,"CARAHUE","Municipal","URBANO",1,-38.64832,-73.29373,"Laica","GRATUITO","GRATUITO","Accesible",0,238,244,170,0,"69190500",168,3009797.91,NA,5201,2895,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"7487",20258,"LICEO CUMBRES DE LABRANZA",NA,65026694,9,9101,"TEMUCO","Particular Subvencionado","URBANO",0,-38.766228,-72.7566099999999,"Laica","GRATUITO","GRATUITO","Medianamente",0,267,276,1162,0,"65026694",1055,37801628.5125,NA,54981,1162,0,0,"1","1-Medianamente-0-Particular Subvencionado","1","Medianamente",0,"Particular Subvencionado",17486806246.2125,125554,139277.173536586,86,6
"7488",20259,"ESCUELA SAN MIGUEL DE IMPERIALITO",NA,76104138,9,9102,"CARAHUE","Particular Subvencionado","RURAL",1,-38.55788,-73.04367,"Laica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,50,0,"76104138",47,842026.79625,NA,5201,50,0,0,"3","3-No Accesible-0-Particular Subvencionado","3","No Accesible",0,"Particular Subvencionado",29543797034.1237,114356,258349.339204972,612,40
"7489",20260,"COLEGIO FILADELFIA",NA,65115063,9,9120,"VILLARRICA","Particular Subvencionado","RURAL",1,-39.44825,-72.21024,"Evangélica","GRATUITO","GRATUITO","Accesible",0,NA,NA,72,0,"65115063",67,1200336.07125,NA,11670,72,0,0,"3","3-Accesible-0-Particular Subvencionado","3","Accesible",0,"Particular Subvencionado",28812313457.2925,106159,271407.167148263,586,28
"7490",20263,"COLEGIO JUAN XXIII",NA,76125061,9,9120,"VILLARRICA","Particular Subvencionado","RURAL",1,-39.30793,-72.2077,"Católica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,211,0,"76125061",204,3654754.605,NA,11670,448,0,0,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
